lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_sm_todense,only_sp_smdm,sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
42738,34811,33201,0.00108175,0.03,1609436,34674352,11770,97287,109057,105966,5391,312763
85711,12614,14683,0.00047003,0.25,508191,46305808,1965,38678,40643,126349,712,57442
86472,8947,13177,0.00952101,0.05,7366241,5894871,295,201178,201473,137219,339,554713
87925,32547,8362,0.00041097,0.25,1176079,68044245,2183,33706,35889,118954,566,67705
130042,65776,1914,0.00047003,0.17,4020542,21404568,1159,39894,41053,49148,414,60861
2649,84683,24624,0.02533638,0.0005,5684914,1042655,10277,194873,205150,3846,10245,751545
66514,4151,7842,0.00182521,0.25,504027,8140384,128,10839,10967,49672,82,25955
98886,8611,6183,0.00078778,0.17,670882,9052354,175,13248,13423,46085,119,31557
133625,11526,13352,0.00491597,0.25,7571851,38478673,1801,329594,331395,426845,572,713806
64097,29365,29174,0.00182521,0.005,3435449,4283573,5038,163267,168305,35713,3573,560004
100514,35548,10445,0.00182521,0.15,6521707,55698280,14215,192807,207022,233497,1905,431480
138340,85490,3479,0.00082185,0.17,9719856,50563045,13476,116123,129599,138005,1481,252681
53373,79021,8062,0.00047003,0.01,1982397,6371423,4352,33177,37529,14101,5501,101943
26933,53755,4812,0.00296184,0.17,4288244,43978008,10699,28233,38932,46048,510,109182
55439,80579,1561,0.00182521,0.27,8153832,33966424,1236,20372,21608,35777,659,67974
29019,10514,24642,0.00296184,0.27,903732,69957326,15279,29169,44448,114034,1286,122470
86561,24401,3775,0.00082487,0.03,1742347,2763954,221,14531,14752,16184,178,42780
93284,87084,5230,0.00034241,0.15,2781610,68321502,30600,32152,62752,63625,2301,98853
87996,78232,2474,0.00015297,0.27,1053073,52257739,2226,26646,28872,26724,16894,20235
88707,27388,1625,0.00056263,0.03,1366926,1335779,116,5868,5984,4582,395,16029
143769,831,14638,0.00056263,0.3,67259,3651449,63,17163,17226,19677,40,25445
109062,5263,9675,0.00047003,0.3,269817,15277662,210,14660,14870,55539,120,28637
67532,50777,1204,0.00078778,0.13,2701416,7948751,184,5708,5892,11829,147,21993
13864,64032,10136,0.00018467,0.07,163951,45434242,11029,11387,22416,17626,1162,18828
27251,27654,2344,0.00182521,0.2,1375507,12964342,629,4463,5092,10235,146,18039
16002,44523,28106,0.00082185,0.03,585545,37542424,12521,35088,47609,34778,10824,119048
63695,910,24354,0.00370564,0.27,214848,5985484,94,19367,19461,75294,62,39037
45950,9687,41068,0.00034241,0.15,152428,59680999,13063,46008,59071,95317,2031,74495
117473,19911,12853,0.00047003,0.17,1099416,43509121,1910,52321,54231,158593,1298,106091
104630,9380,10427,0.02533638,0.15,24867579,14672396,331,565623,565954,341557,262,627103
57762,16292,4668,0.00041097,0.23,386753,17495317,335,8408,8743,24319,404,12585
20049,47038,2896,0.00082185,0.03,775081,4087193,1663,4304,5967,3742,1620,13675
147112,7137,7651,0.00082282,0.17,863924,9283280,177,22805,22982,75155,123,56167
143793,94530,4731,0.00082487,0.13,11212368,58149374,15803,191913,207716,162516,1024,410875
10259,33362,19781,0.00056263,0.05,192576,32997732,9199,14593,23792,11940,7936,44255
37955,17548,11944,0.00082487,0.27,549420,56592894,1792,34539,36331,63792,438,40033
12794,30404,11169,0.00491597,0.005,1912423,1698029,2360,28248,30608,7137,2235,115096
41716,1528,48939,0.00296184,0.15,188905,11223410,224,28094,28318,81853,163,65055
110126,57098,2512,0.00952101,0.23,59868882,32993807,1363,397091,398454,322569,463,931350
50918,55054,16409,0.00082487,0.07,2312356,63239497,16013,83356,99369,132713,4373,233533
59727,21613,3717,0.00018467,0.2,238399,16068081,735,6688,7423,11422,400,11286
117355,60103,17382,0.00108175,0.01,7630172,10447266,7862,402044,409906,99940,4513,910000
46426,68796,19586,0.00163948,0.005,5236474,6737523,8025,171388,179413,38281,7163,550648
78246,20255,7759,0.00860544,0.27,13638659,42434269,1853,200484,202337,295477,329,560216
29621,57362,22002,0.00491597,0.001,8353081,1262109,6733,280187,286920,13209,6752,962310
10160,10643,36369,0.01084252,0.13,1172463,50321986,11588,47179,58767,63426,11612,221102
18458,7585,7211,0.00296184,0.13,414729,7111664,167,4401,4568,14536,287,16865
128996,668,6676,0.00370564,0.15,319550,669462,30,10414,10444,19749,22,20867
89709,77798,10540,0.00860544,0.005,60059627,4100339,14065,1428584,1442649,129761,3390,3610026
41096,24657,10578,8.43e-05,0.2,85416,52171098,1986,17431,19417,23277,526,11077
88998,25196,4008,0.00047003,0.15,1054009,15149256,809,12730,13539,37942,207,29246
69350,66165,24872,0.01084252,0.005,49752332,8228563,16882,1990662,2007544,224541,7067,6599776
71370,29843,4520,0.00952101,0.1,20279199,13490858,1083,162903,163986,109000,269,491188
124279,58082,2980,0.00182521,0.13,13175139,22507337,1586,140587,142173,101269,351,284444
7128,53948,5382,0.00370564,0.03,1425149,8712135,3039,11726,14765,5368,3162,44215
22891,26710,6186,0.00182521,0.2,1116029,33050967,1524,10047,11571,23093,7750,39382
56308,63527,3129,2.09e-05,0.25,74690,49705772,2069,3335,5404,4850,1021,5526
41358,4737,34011,0.02533638,0.2,4964527,32227261,1557,251656,253213,330888,597,880993
46695,49204,25095,0.00370564,0.01,8514146,12347903,9551,353303,362854,111936,5470,1154837
36936,6590,2715,0.02533638,0.25,6167237,4474496,131,24347,24478,32803,61,89582
14650,69733,5863,0.00952101,0.07,9727138,28621998,9368,80707,90075,37847,8919,301506
25995,9051,12183,8.43e-05,0.3,19833,33083781,1205,12506,13711,4889,596,12926
81165,17642,17014,0.02533638,0.0005,36281731,150088,7902,1074898,1082800,12663,8142,3339952
32152,41437,13492,0.00056263,0.01,749593,5590941,3655,23815,27470,9099,3663,68031
59398,50314,20177,0.00370564,0.001,11074702,1015194,6544,367280,373824,15863,6807,1205123
78317,2304,19474,0.01084252,0.3,1956645,13461883,424,64871,65295,197538,109,219064
35599,9585,38332,0.00108175,0.03,369118,11022608,3683,33146,36829,32727,1764,92911
99388,95942,2157,0.00370564,0.01,35335477,2069510,1023,204750,205773,26649,8260,473134
39842,1425,32746,0.01084252,0.3,615624,13999723,505,35894,36399,152135,111,115957
116813,8656,13214,0.00182521,0.15,1845678,17158782,1175,62586,63761,173197,235,171592
23399,92273,11825,0.00491597,0.05,10614466,54558606,16977,207179,224156,95641,3155,697282
130944,7357,2193,0.00491597,0.3,4735839,4841866,111,33689,33800,58310,51,73175
127540,34581,6895,0.00296184,0.1,13063152,23844034,8514,295133,303647,197623,1212,626736
78524,34189,1356,0.02533638,0.27,68020463,12526240,329,156229,156558,188039,282,187206
62222,59948,419,0.00952101,0.03,35514661,754069,68,23282,23350,5833,55,80045
38096,79519,12287,0.00296184,0.0005,8972688,488551,5520,177918,183438,3692,5653,599939
73745,8874,21035,0.00019487,0.13,127534,24268210,1777,25110,26887,28265,743,37489
146971,24597,2151,0.00108175,0.23,3910608,12169905,558,32406,32964,54953,1111,70740
37191,79610,13695,2.48e-05,0.05,73518,54513619,15035,16678,31713,5590,14324,48627
36175,27555,49444,0.00860544,0.05,8578138,68124160,20468,665320,685788,314825,6609,2276380
55220,10260,1949,0.02533638,0.15,14354821,3000325,96,41622,41718,36485,54,146256
70521,19135,12614,0.00370564,0.2,5000685,48278074,11667,113380,125047,222126,1269,349495
112408,39653,3825,0.00013363,0.03,595644,4550693,1761,10558,12319,5447,1743,12566
145900,29249,749,0.00082487,0.1,3520111,2193534,78,9352,9430,14734,127,20496
5814,74342,3779,0.00160539,0.15,693896,42147719,2044,6581,8625,5512,1447,17948
84464,33862,3693,0.00041097,0.27,1175461,33766314,1484,21096,22580,44875,400,29759
133800,71093,3860,0.00034241,0.15,3257110,41167728,9894,42697,52591,88024,814,100226
122333,30907,8624,0.00296184,0.2,11198692,53310681,1981,332941,334922,308527,1361,671466
38113,47946,17579,0.00163948,0.01,2996014,8428636,5736,86396,92132,34443,5661,286049
42629,10613,23673,0.00296184,0.005,1340071,1256277,1774,48493,50267,11341,1507,174917
34934,38196,2189,0.00860544,0.23,11483048,19234364,846,38554,39400,42885,436,128978
94870,79073,1688,0.00182521,0.17,13692307,22692559,1225,59074,60299,56206,1172,147721
31340,38485,10214,0.00860544,0.15,10379285,58966077,15689,157551,173240,148568,770,543398
45245,62446,3331,0.00078778,0.3,2225849,62409776,1756,11882,13638,32779,1074,55557
106716,6058,15324,0.00019487,0.17,125985,15782445,851,18437,19288,23662,844,33521
48431,20929,13551,0.00491597,0.13,4983018,36870265,9586,122670,132256,126944,751,354559
31416,31011,14088,0.00182521,0.13,1778248,56798857,3154,61996,65150,76516,956,137527
129249,66803,5953,8.43e-05,0.15,727790,59656462,13340,33018,46358,62787,784,43179
140467,7457,3580,0.00082185,0.27,860870,7209031,170,11089,11259,46705,69,26845
60567,40756,26601,0.00082282,0.05,2031142,54208257,15429,110324,125753,178256,5149,330095
81030,77505,13691,2.48e-05,0.05,155941,53058717,14594,42930,57524,9565,12858,51303
34417,1747,45555,0.00182521,0.05,109755,3979659,201,18585,18786,16654,151,41599
9633,54419,3999,0.00018467,0.23,96810,50056127,10912,3083,13995,4361,1116,5103
17115,6034,26182,0.00952101,0.13,983418,20540809,1382,36690,38072,67057,318,135060
101444,16282,11489,0.00182521,0.01,3014850,1870724,1772,89134,90906,25286,829,226179
8385,43049,18200,0.00082185,0.07,296682,54846552,13438,16980,30418,15383,14137,39547
72860,65820,10732,0.00860544,0.03,41269493,21192706,14746,744925,759671,213040,3276,2363068
105402,14956,1559,0.00056263,0.23,886957,5363109,249,5159,5408,18145,322,11942
140088,93435,867,0.00108175,0.23,14159292,18648147,822,46808,47630,43520,423,92330
113349,51649,8420,0.00296184,0.1,17340073,43493487,13920,447731,461651,276452,2156,966861
47983,6395,5719,0.00019487,0.27,59806,9877368,208,4713,4921,5877,118,6874
19408,1386,21340,0.00108175,0.17,29119,5031535,107,4702,4809,5411,137,7749
128384,10670,12003,0.00370564,0.2,5076649,25618254,1210,191950,193160,268818,426,414415
46335,1695,23114,0.00082282,0.13,64656,5095780,163,10664,10827,12660,92,18903
26551,1524,12511,0.00163948,0.15,66361,2861140,73,4015,4088,7907,52,7948
17421,3158,39206,0.02533638,0.15,1394308,18576760,1097,68101,69198,110472,399,278989
39883,47133,23406,0.00108175,0.001,2033552,1103223,5554,74286,79840,3267,5646,269512
123501,14829,9360,0.00018467,0.15,338220,20822730,1287,22228,23515,40837,283,37531
14103,73470,12195,0.00078778,0.01,816312,8960188,5661,22412,28073,11229,5703,65148
35836,24232,6056,0.00082185,0.03,713690,4402905,1758,9135,10893,9759,240,27855
78555,9952,2893,0.00047003,0.23,367495,6622585,328,4552,4880,15269,331,9760
78366,10506,5314,0.00047003,0.3,387003,16751582,622,12158,12780,34916,1074,21571
120986,60571,3701,0.00015297,0.23,1121006,51573176,1908,32465,34373,56019,472,34830
133870,85107,6374,0.00108175,0.001,12324834,542527,4356,275225,279581,8386,4190,575152
30363,73196,24908,0.00047003,0.005,1044622,9116093,9695,62144,71839,11843,9466,171142
7300,20423,36760,0.00491597,0.05,733007,37538078,10156,49636,59792,39997,8875,162760
69353,12397,7520,0.00018467,0.13,158785,12120625,372,8986,9358,13791,393,10530
108337,9776,17332,0.00034241,0.23,362662,38973167,1667,38343,40010,112551,632,64162
146116,15989,8028,0.00013363,0.3,312211,38513493,1397,27881,29278,62497,418,36285
84940,4229,2206,0.01084252,0.17,3895117,1586119,47,17821,17868,30711,34,48996
77302,26516,16055,0.02533638,0.005,51934008,2128684,11231,1309572,1320803,156279,1864,1631246
75134,12373,2399,0.00056263,0.13,523066,3859369,184,4234,4418,11660,72,10097
65704,32754,5418,0.00041097,0.3,884460,53241882,2089,29828,31917,56699,679,30479
46498,92174,22576,0.00056263,0.01,2411438,20810150,13401,108724,122125,46109,12192,326058
17759,43288,7453,0.00860544,0.05,6615729,16133031,5909,65941,71850,25215,5379,259192
108906,15711,17154,0.01084252,0.15,18552295,40427531,1894,844903,846797,676572,1371,2024098
14207,68075,5440,0.00019487,0.1,188471,37033719,8702,6835,15537,6235,8612,11087
47657,37735,34926,0.02533638,0.05,45564267,65898346,26232,2443637,2469869,705458,6305,8334521
114591,3158,7411,0.00034241,0.2,123935,4682145,116,8646,8762,13073,118,15212
147238,54911,7528,0.00296184,0.005,23946767,2067108,6237,676385,682622,69058,1791,1307578
27913,2456,40722,0.00082185,0.3,56347,30007520,1014,18590,19604,41676,286,28206
51879,20800,7173,0.00082487,0.17,890141,25365116,1497,18396,19893,47865,518,39058
82569,34669,1964,0.00160539,0.07,4595645,4767716,681,22599,23280,24767,424,55189
26689,24945,10348,0.00082282,0.13,547816,33558389,7775,10804,18579,33941,539,35540
126844,9195,7845,0.00860544,0.23,10037895,16593706,254,235619,235873,275244,161,539254
97040,37392,8669,0.00031941,0.13,1159001,42140629,10131,37409,47540,82931,1620,74126
35502,24051,4006,0.00370564,0.005,3164192,481860,1289,18176,19465,3600,1304,68167
15716,2209,30840,0.00491597,0.23,170693,15671446,232,12087,12319,49719,153,31245
92784,3657,10555,0.00491597,0.07,1668300,2702430,135,36429,36564,69169,85,110946
49206,24341,33758,0.00082185,0.07,984397,57522333,14691,79051,93742,153299,4012,215862
48234,38463,11680,0.00491597,0.15,9120364,67391809,17831,167870,185701,185310,894,567868
29071,47644,32600,0.00019487,0.005,269912,7766110,8156,42208,50364,3136,8093,63568
15945,4543,23783,0.01084252,0.17,785460,18368965,1081,27496,28577,54377,1350,106741
47984,11376,32542,0.00018467,0.15,100812,55533733,2760,43254,46014,52002,729,46086
108780,87037,3489,0.00078778,0.005,7458617,1518731,2891,77276,80167,13113,2935,183227
94025,48230,6778,0.00082185,0.17,3727057,55580602,2365,85333,87698,118636,1457,164722
61415,6437,15333,0.00860544,0.25,3402262,24677007,983,89064,90047,181503,283,283926
145427,2617,6079,0.00370564,0.25,1410590,3978226,71,24438,24509,94940,46,63564
102049,59862,757,0.00860544,0.3,52569961,13603705,337,102311,102648,105282,249,238673
52997,59347,18456,0.00163948,0.005,5156583,5476661,6497,157879,164376,34037,5946,512186
91693,38945,5109,1.65e-05,0.2,58958,39797735,2169,19202,21371,5127,1038,21956
22403,63795,26881,0.00082487,0.03,1178949,51448535,17421,57816,75237,57760,15345,212506
24576,25126,48683,8.43e-05,0.05,52051,61162927,16533,46382,62915,23141,18050,61331
101773,66197,4228,4.64e-06,0.25,31260,69978179,15479,4685,20164,3407,577,28617
104640,11798,5374,0.00082282,0.01,1015889,634117,118,14449,14567,3600,138,40014
59911,37530,20157,1.65e-05,0.07,37122,52955082,13144,35805,48949,4958,12121,45493
117448,25664,11411,1.65e-05,0.23,49765,67357941,2403,38105,40508,10190,594,31805
8770,83468,22375,0.00952101,0.001,6969995,1867678,9577,209253,218830,10412,9317,816333
140433,42083,8565,0.00860544,0.13,50857044,46859173,2469,1424733,1427202,687641,1547,2999027
60333,88658,1913,0.00041097,0.27,2198308,45797142,1847,7878,9725,20852,374,26344
133909,29650,11143,0.00952101,0.17,37802616,56171555,2451,1303947,1306398,816153,1678,2803943
90314,79836,19085,0.00082185,0.03,5925899,45711071,15885,278657,294542,206115,7087,730775
70094,61867,23852,0.00182521,0.005,7915102,7378372,9167,317594,326761,69313,6236,1028615
102978,88696,1633,2.48e-05,0.25,226792,36225958,1539,3404,4943,7365,360,5520
112053,84912,15214,0.00078778,0.005,7495561,6459476,8306,331366,339672,45948,6352,793643
104040,52796,11297,1.65e-05,0.1,90689,59646665,13834,40079,53913,9198,13673,34151
19752,5998,36986,0.00031941,0.13,37848,28844166,6563,14359,20922,17687,433,21553
85454,49826,824,0.00047003,0.07,2001331,2875681,213,3432,3645,6517,126,11521
27990,14511,16266,0.00163948,0.13,665920,30686207,1621,28554,30175,55084,590,62377
88263,89988,2534,0.00078778,0.23,6257109,52448941,1801,58639,60440,59596,1186,111238
127492,67894,8994,0.00019487,0.07,1686812,42746615,10729,58923,69652,86096,2869,148601
44037,46903,4576,0.00034241,0.23,707257,49369804,1729,25689,27418,24740,1106,31645
88155,79258,19942,0.00018467,0.005,1290299,7903096,8508,71163,79671,14398,8690,198703
45728,52231,6071,0.00491597,0.2,11741599,63419426,6194,138506,144700,122161,15763,369161
25845,6614,29098,0.01084252,0.2,1853575,38494486,1928,78693,80621,146114,735,280707
147930,31432,996,0.00031941,0.07,1485205,2193518,303,5399,5702,9109,219,13536
